recno,Symbad_Hyades,PAM_clust,sil_width
9317,FALSE,2,9.074406305442336e-4
9318,FALSE,2,0.1286225923037427
9326,FALSE,2,0.047817832835313503
9327,FALSE,2,0.014467582124149036
9328,FALSE,2,0.06904537883983076
9331,FALSE,2,0.24539711477230375
9341,FALSE,2,0.12191750405237262
9358,FALSE,2,0.28030418519253497
9360,FALSE,2,0.19223967766419545
9367,FALSE,2,0.15584417713671697
9373,FALSE,2,0.2806014758089045
9384,FALSE,2,0.14340774921071564
9385,FALSE,2,0.28463702729609164
9387,FALSE,2,0.07441143170969355
9391,FALSE,2,0.11173554021791211
9395,FALSE,2,0.034063595829190864
9407,FALSE,2,0.127146159554253
9415,FALSE,2,0.2971828901925046
9420,FALSE,2,0.2766789187950218
9427,FALSE,2,0.04388171997943561
9430,FALSE,2,0.19884976437362084
9436,FALSE,2,0.14914657851129826
9440,FALSE,2,0.1533976707965996
9443,FALSE,2,0.02974909733459263
9445,FALSE,2,5.913088104158147e-4
9454,FALSE,2,0.334697270336385
9456,FALSE,2,0.04461034578553966
9458,FALSE,2,0.09942241992349173
9459,FALSE,2,0.2722153592325603
9460,FALSE,2,0.32506089661162196
9472,FALSE,2,0.25024156471870046
9477,FALSE,2,0.3274767891454465
9478,FALSE,2,0.21035959398015236
9479,FALSE,2,0.09796165498737851
9481,FALSE,2,0.3011532621662219
9491,FALSE,2,0.03236730476515979
9494,FALSE,2,0.06806208820477193
9496,FALSE,2,0.10607215571805673
9499,FALSE,2,0.18666462510596357
9504,FALSE,2,0.16404982380729996
9508,FALSE,2,0.34291065531546494
9510,FALSE,2,0.002363442189204785
9511,FALSE,2,0.26191421779079965
9512,FALSE,2,0.16066378554688265
9521,FALSE,2,0.2042697614587554
9524,FALSE,2,0.09879435669473678
9530,FALSE,2,0.1076659130580292
9532,FALSE,2,0.27391143999881395
9533,FALSE,2,0.17972447392384572
9534,FALSE,2,0.052257396063824416
9538,FALSE,2,0.11547405104793428
9541,FALSE,2,0.2931823142001464
9547,FALSE,2,0.31884607649522617
9548,FALSE,2,0.34919490130455294
9559,FALSE,2,0.08133831050042031
9560,FALSE,2,0.24455678405638706
9562,FALSE,2,0.24038523035376744
9563,FALSE,2,0.1359651894907001
9569,FALSE,2,0.12449125422788306
9590,FALSE,2,0.01724011874110048
9601,FALSE,2,0.005246287410071807
9602,FALSE,2,0.22725587210987488
9609,FALSE,2,0.0917204278797878
9611,FALSE,2,0.1212269470222602
9612,FALSE,2,0.33965623666094275
9624,FALSE,2,0.17605364442560772
9632,FALSE,2,0.17535979170918436
9636,FALSE,2,0.004246646369377143
9637,FALSE,2,0.34754927495396404
9641,FALSE,2,0.3273551337229701
9646,FALSE,2,0.2893204304632101
9648,FALSE,2,0.2601921348414167
9649,FALSE,2,0.28861637575083954
9659,FALSE,2,0.24517054998617605
9661,FALSE,2,0.10118391070249871
9665,FALSE,2,0.11830047668438608
9670,FALSE,2,0.0773629204101667
9671,FALSE,2,0.033788939591795894
9673,FALSE,2,0.2576420895677217
9683,FALSE,2,0.03957114986273785
9685,FALSE,2,0.3059737021015161
9692,FALSE,2,0.16099539027923782
9693,FALSE,2,0.21733309793017494
9697,FALSE,2,0.037251738363366975
9698,FALSE,2,0.3600801768460271
9705,FALSE,2,0.053979629824950616
9708,FALSE,2,0.14243114039344457
9709,FALSE,2,0.07760756983129162
9716,FALSE,2,0.23457096663606003
9718,FALSE,2,0.3232209592689336
9721,FALSE,2,0.33503092686019037
9723,FALSE,2,0.18648836655444007
9728,FALSE,2,0.14402116056345213
9730,FALSE,2,0.36384075847430414
9731,FALSE,2,0.2977884791843088
9738,FALSE,2,0.3180523905882502
9739,FALSE,2,0.15704023648475443
9746,FALSE,2,0.18087196295146998
9749,FALSE,2,0.22901714402710713
9751,FALSE,2,0.121597983356247
9754,FALSE,2,0.06892193323465359
9764,FALSE,2,0.21664256345605082
9767,FALSE,2,0.13402038771000568
9771,FALSE,2,0.312364510809019
9773,FALSE,2,0.1355114313495778
9775,FALSE,2,0.2265224513134442
9777,FALSE,2,0.3557647581316575
9785,FALSE,2,0.15696482941412415
9795,FALSE,2,0.3408945284456094
9797,FALSE,2,0.17905034121595692
9798,FALSE,2,0.27226323020974524
9803,FALSE,2,0.12772682154418805
9805,FALSE,2,0.17944051115641704
9812,FALSE,2,0.3303558365057475
9815,FALSE,2,0.02674500480507987
9817,FALSE,2,0.022204993396704543
9818,FALSE,2,0.3566988684692695
9820,FALSE,2,0.2264036264549336
9821,FALSE,2,0.2918150422080721
9824,FALSE,2,0.04623208815566764
9825,FALSE,2,0.2786118963002857
9827,FALSE,2,0.24417940287062115
9830,FALSE,2,0.20415581848471273
9831,FALSE,2,0.2830441780454407
9832,FALSE,2,0.21746642240077438
9833,FALSE,2,0.3351410138882801
9834,FALSE,2,0.09615663891353915
9835,FALSE,2,0.10668202201655501
9837,FALSE,2,0.3486900182020794
9841,FALSE,2,0.08302813824163885
9844,FALSE,2,0.35118078753254756
9847,FALSE,2,0.052970571549762265
9849,FALSE,2,0.267728129095014
9851,FALSE,2,0.08364483148244205
9852,FALSE,2,0.08825865313029443
9857,FALSE,2,0.3483377427903209
9859,FALSE,2,0.24804008883365836
9860,FALSE,2,0.3537299329314243
10287,FALSE,2,0.17154348200619124
10289,FALSE,2,0.20218273699625328
10294,FALSE,2,0.020296709459189217
10579,FALSE,2,0.17354869722621952
10591,FALSE,2,0.22508378862395875
10594,FALSE,2,0.1566123581854396
10595,FALSE,2,0.32817909264507567
10602,FALSE,2,0.0027390854084590093
10608,FALSE,2,0.33013399903017737
10614,FALSE,2,0.26007956783345776
10620,FALSE,2,0.2682948862080363
10625,FALSE,2,0.09691955827425024
10630,FALSE,2,0.16373441937140928
10632,FALSE,2,0.03098741875807303
10634,FALSE,2,0.26011295009131086
10998,FALSE,2,0.1608786558760651
11002,FALSE,2,0.017664797521571136
11004,FALSE,2,0.21753273735189388
11006,FALSE,2,0.3122884550662529
11013,FALSE,2,0.10162631952280066
11018,FALSE,2,0.049208359326430716
11020,FALSE,2,0.22472084315774854
11025,FALSE,2,0.1314400162655749
11033,FALSE,2,0.07914297319473683
11037,FALSE,2,0.1618171093847304
11042,FALSE,2,0.187529001261074
11046,FALSE,2,0.04652606231630058
11047,FALSE,2,0.032121118704273414
11049,FALSE,2,0.3360641321816523
11050,FALSE,2,0.2330430334649796
11054,FALSE,2,0.02906328938081348
11063,FALSE,2,0.11787793802955156
11069,FALSE,2,0.23844094005776983
11076,FALSE,2,0.13084504835144356
11078,FALSE,2,0.3420566706049971
11084,FALSE,2,0.30821171717503143
11091,FALSE,2,0.1806103024544251
51985,FALSE,2,0.05343736954077913
51993,FALSE,2,0.0622968767090531
52008,FALSE,2,0.24806949155196417
52017,FALSE,2,0.17828602753554804
52154,FALSE,2,0.19030677206553226
52159,FALSE,2,0.17677638189962241
52174,FALSE,2,0.06460423246602108
52180,FALSE,2,0.090082256811878
52182,FALSE,2,0.1620894464266718
52184,FALSE,2,0.18664779760624695
52186,FALSE,2,0.16825853492991952
52188,FALSE,2,0.06813843443752475
52193,FALSE,2,0.1310072078566237
52199,FALSE,2,0.16757216463068864
52334,FALSE,2,0.19652956159796348
52351,FALSE,2,0.08687200607209819
52366,FALSE,2,0.13318679949779774
52372,FALSE,2,0.048342534846536805
52373,FALSE,2,0.06569820910993251
52375,FALSE,2,0.12353837679109601
52377,FALSE,2,0.04718556729672891
52383,FALSE,2,0.20436372170079037
52389,FALSE,2,0.10307356978257812
52398,FALSE,2,0.12301324750145562
52409,FALSE,2,0.20686296261075454
52412,FALSE,2,0.210944529258675
52420,FALSE,2,0.2540142632452608
52436,FALSE,2,0.08716029698155676
52437,FALSE,2,0.09601758774488953
52439,FALSE,2,0.09671745278080843
52444,FALSE,2,0.2974458021793606
52448,FALSE,2,0.26593212357698826
52453,FALSE,2,0.16281200825593725
52456,FALSE,2,0.2254535867900137
52459,FALSE,2,0.15492813571057873
52477,FALSE,2,0.1524087122595686
52482,FALSE,2,0.015071242395206306
52483,FALSE,2,0.06783599254488895
52491,TRUE,2,0.12037282038841973
52494,FALSE,2,0.24214004887064156
52497,FALSE,2,0.05554295202484952
52498,FALSE,2,0.09056027262846611
52511,FALSE,2,0.2823108422183514
52520,FALSE,2,0.08153178397627785
52541,FALSE,2,0.19228941000241823
52551,FALSE,2,0.22054822722190237
52564,FALSE,2,0.03417617421370925
52567,FALSE,2,0.29072634562749433
52570,FALSE,2,0.19134920326446272
52578,FALSE,2,0.1799404038417073
52580,FALSE,2,0.10263326429246432
52583,FALSE,2,0.29232112088897416
52606,FALSE,2,0.11797304053125676
52622,FALSE,2,0.12835096691929115
52657,FALSE,2,0.060663856229175556
52661,FALSE,2,0.019419340370839012
52670,FALSE,2,0.10036670205754819
52673,FALSE,2,0.22203748873581552
52676,FALSE,2,0.010303924385916177
52683,FALSE,2,0.13778351023722135
52684,FALSE,2,0.11910548853626285
52695,FALSE,2,0.21005634718071642
52697,FALSE,2,0.08647310301565815
52700,FALSE,2,0.2224745324362882
52701,FALSE,2,0.11403089620588827
52703,FALSE,2,0.030267206027518635
52706,FALSE,2,0.14413437337606388
52722,FALSE,2,0.2979095897220469
52725,FALSE,2,0.044191297555031116
52732,FALSE,2,0.0934076777139157
52733,FALSE,2,0.18145394061160888
52739,FALSE,2,0.23974792447201843
52746,FALSE,2,0.2609384386743699
52752,FALSE,2,0.01958835026673284
52797,FALSE,2,0.06220091683328049
52798,FALSE,2,0.0346971815985685
52805,FALSE,2,0.10824671246445566
52813,FALSE,2,0.1692746676925693
52819,FALSE,2,0.22245250313624657
52821,FALSE,2,0.06047295184781838
52822,FALSE,2,0.31891299074877993
