recno,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,Symbad_Hyades
3784,-2.1722309369935844,-1.2212061123451643,3.3070943510277124,1.2328948321369697,-0.14948839603218395,-0.15644559585809548,-0.15368881259708567,-0.018311463284954636,NA
3785,-2.1935854714667093,-1.0870876877095519,-0.43553975472652307,-0.48795394895476374,0.6565376169749538,0.6932123805789603,0.6815858614216017,0.071516019328643,NA
3787,-2.116331016791934,-1.2934178784538994,-0.575078709401781,-0.42499606671970036,0.3081113865684097,-0.19058950217550635,-0.2365964221656627,0.784402211134391,NA
3788,-2.1951475116395933,-1.2857788452686767,3.5164027830405984,-1.668414240862203,0.7320299668963709,1.035964670919104,1.043676399512316,-0.3030836954003863,NA
3792,-2.1305760254460786,-1.0646596821797698,0.7106730872488087,-0.215136459269489,-0.015925007709675455,0.08912788419403633,0.09773696011964861,-0.1559195217568402,NA
3793,-2.2095524223251726,-1.2566316043013064,0.24222088226758612,-0.6715811054736986,0.8284278906421815,0.9781826756127191,0.971645540603442,-0.06035837004025063,NA
3796,-2.155700249075485,-1.0864785686360692,-0.191346584044822,0.03669506967076471,0.017756194562956962,0.2480283712865933,0.2657353263426145,-0.3317520409153639,NA
3797,-2.1149060657277228,-1.0991509564801096,-0.2112807204270017,0.5351116373650168,1.5543158706558133,0.5461309379808914,0.4325381596376314,1.7629484047122566,NA
3798,-2.180980536214737,-1.2852153980410894,-1.138218062198357,-0.8184828306888468,0.5125214417402486,0.8534260948375707,0.8688946834155559,-0.3986448471169726,NA
3799,-2.215067783666499,-1.0837616796290874,0.501364655235922,0.8446545583540784,0.48697018484376847,1.3905360057537333,1.4507943462480284,-1.222381974913966,NA
3800,-2.1958799623013334,-1.1211712446685633,0.33192449598739465,-3.7040524331292533,-1.0960463219699592,-0.8314443592099481,-0.7864246147136146,-0.5935895966188134,NA
3803,-2.153829421330328,-1.12899342461284,1.56285741758699,0.32000553972855006,-0.5385643533194895,-0.13806041553333775,-0.09467886666434532,-0.6853283022667384,NA
3804,-2.1777226627138324,-1.3909627645984477,0.0976983934967834,1.1646904597156509,0.5438798024768386,0.2651003244452976,0.23116883081715864,0.5091860941906162,NA
3805,-2.1984303064119595,-1.33289894837422,0.9000473828795157,-0.22038294945574424,0.9225029728519476,1.3064894671262655,1.3162838969307382,-0.3833550628423202,NA
3807,-2.1886876417760353,-1.3555225838314213,-0.15646184537600757,-0.04724877330931991,0.7215771799841743,1.5625687645068318,1.612724083369346,-1.086685139476411,NA
3808,-2.2219957386421725,-1.4122865659403643,-0.27606666366908567,0.540358127551272,1.3568743400921055,1.0307117622548878,0.9750891952328589,0.7327991892074313,NA
3810,-2.2202714566131103,-1.3338023686659344,-2.3392497792246827,-2.848874532769642,0.029370402243174824,-0.01724351625635203,-0.02155643421256197,0.07342724236297032,NA
3811,-2.1331826042296114,-1.3140092640250194,-0.2810501977646306,0.32000553972855006,-0.2063980136652521,0.26378709727924177,0.30530486727307043,-0.7235527629533729,NA
3813,-2.1342879760723337,-1.316844435013776,-0.4106220842487985,0.06292752060204114,-1.1401803111547884,-0.5661724716670028,-0.49585813352970776,-1.052283124858438,NA
3815,-2.1795162880370373,-1.1845062455987814,-0.25613252728690594,1.8991990857913905,-1.2865193279255358,-1.0021638907969908,-0.9513821689241905,-0.6585711797860948,NA
3816,-2.1358644967674767,-1.3789934709248335,0.04786305254133419,0.2308152065622102,1.1292358695598308,1.1147583008823556,1.0886648233879281,0.23588120028117213,NA
3817,-2.1965731814590455,-1.2208734076574375,0.6209694735290001,-0.09971367517187275,0.43006056721070035,0.16266860549306958,0.13214751656754503,0.47096163350398157,NA
3818,-2.1288064478302946,-1.2941594273133854,-0.10164297032501343,0.4249353434536557,0.4672260317873983,-0.43353652789552893,-0.5146617872986295,1.3998160281892182,NA
3821,-2.2162472005684095,-1.1916366204848872,0.43159517789829305,0.2990195789835289,1.1919525910330089,0.46077117218737,0.3769588734111763,1.2908763152323102,NA
3822,-2.1862760373309835,-1.2551053621018513,-0.01692289070074977,-0.5456653410035719,-0.16923254908855412,0.27035323310951376,0.3086445625174477,-0.6719497410264166,NA
3823,-2.1880316836272242,-1.2656298174709615,0.49139758704483216,-0.24661540038702076,1.2825434109387095,0.6117922962836015,0.5307277988069348,1.2201610629620334,NA
3825,-2.21743720270777,-1.1508455845790737,1.6874457699756131,-1.2067231044717377,0.035177506083284786,0.4371330831983961,0.46794932516653154,-0.578299812344161,NA
3827,-2.1729363639326262,-1.162522747463524,1.2239770990899355,0.4196888532674004,-0.012440745405609889,0.6761404274202559,0.7305377368518244,-1.004502549000143,NA
3830,-2.1620054066890395,-1.3800595309422525,1.1791252922300313,2.1930025362216865,1.1977596948731168,1.014953036262237,0.9741145759981186,0.49389630991596023,NA
3832,-2.20205118816899,-1.3537948454637392,-2.154859017689521,-1.2014766142854822,0.6321477808464948,0.7181636967339899,0.7109543876951075,-0.004932902044629497,NA
3834,-2.2125397865778047,-1.414611908583065,-0.380720879675529,0.7134923036976963,1.1199445034156552,0.7260430597303154,0.6703322579911327,0.7863134341687213,NA
3835,-2.212807400163932,-1.3605316972304762,3.3668967601742508,-0.8184828306888468,-0.5780526594322319,-0.5044507948624553,-0.4858910274890981,-0.21707865885545677,NA
3836,-2.178798819183259,-1.3367974599416141,2.1110461680969315,1.0282817148730135,-0.6790962662501292,-1.3738071787903268,-1.4134036658836096,0.8818745858853112,NA
3838,-2.1438300976753335,-1.3783687202803474,-0.30596786824235517,0.24130818693472078,0.6240178354703425,0.056297205042681236,-0.0021160292102775464,0.9449449460182588,NA
3839,-2.1612300179577693,-1.3587082423006391,0.0927148594012385,0.2675406378659972,-2.236561516167377,-1.7218123777946843,-1.6319262932355107,-1.174601399055671,NA
3840,-2.1875400513562133,-1.3407560728667403,0.47644698475819736,0.2570476574934866,-1.3887243555114563,-0.9745861203098543,-0.9113448107610584,-0.8668944905282574,NA
3841,-2.2100238653143536,-1.3672721823851075,-0.02688995889183962,-2.5708105528981116,0.39289510263400235,0.5054208958332133,0.5055826225506361,-0.08902671555522823,NA
3844,-2.1556911190409536,-1.4111871731903887,0.4664799165671076,0.4931397158749744,1.0421293119581958,0.2677267787774045,0.18382832585503883,1.3252783298502833,NA
3845,-2.1607593902950537,-1.3799094832264893,0.3817598369428438,0.24130818693472078,0.9434085466763409,0.6984652892431787,0.658363933788525,0.5359432166712598,NA
4073,-1.9685621820095076,-1.6893883854846459,0.012978313872519735,0.5508511079237826,-3.0820758352872546,-2.7894660637967377,-2.6983546598883374,-1.0121474411374694,NA
4075,-1.9728551021287544,-1.6889646300170165,0.34687509827402946,0.1993362654446785,-1.21218839877214,-0.6909290524421489,-0.6231693954330496,-0.9892127647254907,NA
4076,-1.9294432144035114,-1.4387150115725669,-0.71461766407703875,-0.14693208684817025,-0.2482091613140368,-0.14593977852966317,-0.1324161234334896,-0.1960552054778054,NA
4077,-1.9345794983330695,-1.5337773526256604,0.7953931668730723,1.311592184930799,-0.12974424297581175,-1.157124696391385,-1.2350093611567436,1.470531280459495,NA
4080,-1.9909342733901085,-1.5943068242897738,-1.4073289033577827,0.057681030415785775,1.067680568854674,1.3537656451042155,1.352656686771247,-0.21325621278679216,NA
4081,-2.056551873558327,-1.6067326923673118,3.6409911354292213,-2.9065859248184496,-1.3968543008876086,-1.241171235018853,-1.1980647946985215,-0.49229477579923153,NA
4082,-2.0759219557718196,-1.6272314473550706,0.9797839284082344,1.3273316554895647,-0.041476264606155576,0.9400990877971479,1.0181673654083785,-1.436438954759124,NA
4083,-2.090023270878112,-1.5956146390535355,0.5511999961913713,0.29377308879727365,0.8110065791218536,1.0490969425796455,1.049887972768392,-0.19223275940914403,NA
4084,-2.0303077717624616,-1.5665889661231587,-0.02190642479629472,0.2675406378659972,1.5310874552953775,0.85605254916968,0.7691586483937988,1.2736753079233236,NA
4085,-2.036082572784155,-1.438885928059858,0.42661164380274813,0.020955599111998822,0.1896464682301846,0.47127698951580466,0.4892220143301299,-0.37379894767066313,NA
4086,-2.0553999492286876,-1.4515075381076143,0.44654578018492785,0.29377308879727365,1.3591971816281498,0.7326091955605873,0.6533219036141344,1.1704692640694079,NA
4087,-2.06578222125317,-1.6158517581006615,-0.694683527694859,-0.08922069479936214,-0.2621462105302991,-0.06583292140035794,-0.044609427844954454,-0.33557448698402526,NA
4088,-2.003710962394567,-1.5859950189166243,-0.71461766407703875,-0.5561583213760825,-0.46771768647015916,-0.09866360055171304,-0.059319680827967326,-0.6260803882024525,NA
4089,-2.1007837290578637,-1.6820259091395946,-0.006955822509659921,-0.15742506722068086,0.7192543384481319,-0.585870879157814,-0.70434868022535,2.0362532986216975,NA
4090,-2.0752542218320005,-1.628191770982925,0.27212208684085565,0.7397247546289728,-0.01824784924571779,0.5500706194790541,0.595143632761702,-0.8305812528759503,NA
4091,-2.080750037453871,-1.6677185047460836,1.1392570194656717,-1.6526747703034368,-2.3039239207126414,-2.0002165369981735,-1.925429627046768,-0.8802730517685757,NA
4093,-2.0154911433309266,-1.5054039672584203,-0.191346584044822,0.3409915004735712,0.9480542297484277,0.17580087715361117,0.09415036133580393,1.3042548764726318,NA
4095,-1.988585957739913,-1.563868160420063,0.48641405294928725,2.2034955165941974,-1.3143934263580603,-0.9614538486493127,-0.9046654202723062,-0.7636884466743415,NA
4098,-2.041412997296103,-1.6514618181587872,1.004701598885959,-0.8919336932964206,0.9596684374286455,0.8061499168596206,0.7728751964089419,0.40598005033670015,NA
4099,-2.0274164125689067,-1.5750326698793242,0.7056895531532636,0.4091958728948899,0.9085659236356873,0.8363541416788665,0.8105994582549545,0.27792810703647486,NA
4100,-2.012475160087549,-1.6518355977364474,-0.17141244766264233,0.020955599111998822,1.5810285483203146,1.2972968769638866,1.2400556778509182,0.7136869588641137,NA
4101,-1.9925034679420874,-1.637633332704446,0.03789598435024434,-1.0913003203741216,0.7645497484009821,1.026772080756725,1.030486552535498,-0.23619088919877407,NA
4102,-2.0198671626138585,-1.52074878072516,0.5312658598091915,0.031448579484509354,-0.6872262116262815,-1.1295469259042485,-1.1491259141914305,0.513008540259281,NA
4104,-2.0684497180450285,-1.603104706536306,-1.3126417555424292,0.14687136358212566,-0.3968710196208287,-0.9312496238300668,-0.9644810514391003,0.7022196206581264,NA
4147,-1.8469336099003275,-1.444690414078191,0.47644698475819736,-0.45122851765097677,0.24191040279116807,0.5894674344606812,0.6114392663665614,-0.45980398421558916,NA
4148,-1.834573209187971,-1.4709625311954686,-0.3707538114844392,1.0755001265493112,0.8412035190904205,1.181732886351117,1.1899082694927463,-0.33557448698402526,NA
4150,-1.767050073874079,-1.6493104379668857,-0.38570441377107395,0.20458275563093378,0.5032300755960751,1.1410228442034387,1.1800321279140469,-0.8324924759102843,NA
4151,-1.86734297828232,-1.4731969094912827,0.3817598369428438,-0.3200662629945947,-0.7000018400745226,-0.6331470571357664,-0.6124225940046473,-0.23045722009577865,NA
4152,-1.8755859331999012,-1.5576826920727371,1.5827915539691697,-0.12594612610314918,-0.09722446147120255,-0.4598010712166144,-0.48615092595169723,0.5091860941906162,NA
4153,-1.7933523461902823,-1.552892191780299,0.39172690513393377,-1.2801739670793115,0.9352786013001887,0.9020154999815766,0.8787318402248672,0.22632508510951532,NA
4154,-1.8103098530862582,-1.4761657955570027,-0.18137951585373216,0.7029993233251858,-0.0623818384305469,0.3688452705635767,0.40411826275260476,-0.6394589494427741,NA
4155,-1.8828557539698427,-1.6009395722905815,-3.2362859164227684,-1.232955555403014,-0.3399614019877606,-0.24705827031583535,-0.23224312291715468,-0.19987765154647025,NA
4157,-1.774794475829152,-1.4626540951093312,0.08773132530569355,-3.536164747169084,0.583368108589579,0.3806643150580648,0.35183968700113644,0.40598005033670015,NA
4158,-1.794982723399949,-1.5531353118481719,-0.71461766407703875,0.17835030469965735,1.004963847381498,0.8297880058485968,0.7938100175711649,0.4461157340576688,NA
4160,-1.7902785514355872,-1.521757711720231,0.3518586323695743,-0.4302425569059557,0.46258034871531156,1.1055657107199746,1.145881469928745,-0.8477822601849367,NA
4162,-1.762513452234097,-1.4984321137248677,-1.0186132439052789,-1.6789072212347134,0.030531823011198056,0.03922525188397696,0.039233816188970184,-0.006844125078960055,NA
4164,-1.745130872014014,-1.5957588093242112,-0.3956714819621638,0.29377308879727365,1.2070510610172924,0.48966216984056243,0.4066002930704107,1.2736753079233236,NA
4165,-1.7471110441783277,-1.4609522930488925,0.5761176666690959,0.5193721668062509,0.19893783437436013,0.6328039309404686,0.6625093142669514,-0.5935895966188134,NA
4166,-1.7918389948660471,-1.4776963321968637,0.07278072301905879,0.18884328507216794,1.2082124817853135,0.11801888184722871,0.0056289449751275615,1.8164626496735434,NA
4167,-1.8554025023949985,-1.4585313410850012,-0.4106220842487985,-0.2833408316908077,-0.0647046799665913,0.11539242751511947,0.13097797348585707,-0.2744153498854087,NA
4169,-1.7438707975046848,-1.4915920401290872,0.48641405294928725,-1.3168993983830988,1.39868548774089,0.9466652236274198,0.8802262563848033,0.9239214926406074,NA
4170,-1.7669566379042567,-1.6519460655333318,0.6957224849621739,0.3619774612185923,0.5264584909565109,0.7326091955605873,0.7371781425711885,-0.19987765154647025,NA
4171,-1.8798115667707949,-1.5037930751240804,1.3934172583384627,-2.08288696557637,-0.15645692064031302,0.0024548912344591594,0.01840295441178685,-0.26103678864508356,NA
4172,-1.8132798323082568,-1.5261650640564421,-0.445506822917613,-0.9286591246002077,0.7935852676015278,0.6997785164092322,0.674867486163459,0.2874842222081319,NA
4173,-1.7986054009393062,-1.5440299441472456,0.9698168602171445,0.6977528331389306,-1.0542351743211746,-0.7670962280732937,-0.7212290853710546,-0.6184354960651263,NA
4174,-1.777997333960906,-1.5492153632922,0.8601791101151564,0.1416248733958704,0.2999814411922574,0.5710822541359211,0.5857612982619352,-0.3374857100183561,NA
4176,-1.8634873385313218,-1.6531348412261233,0.03291245025469944,0.17835030469965735,-1.6128785637396654,-1.4315891740967093,-1.381696053446723,-0.5706549202068347,NA
4178,-1.8882113555564066,-1.63622835762704,0.43159517789829305,0.8656405190990997,-1.3225233717342126,-0.950948031320878,-0.8925151671458756,-0.7923567921893191,NA
4179,-1.7780372090273302,-1.6362802590525323,-0.4604574252042477,-2.0933799459488807,0.3789580534177401,0.687959471914744,0.7038721545893285,-0.3776213937393245,NA
4180,-1.9238005626147283,-1.4532188894157088,-0.22124778861809155,2.8435673193173416,-0.7104546269867171,-0.6055692866486275,-0.5816246261868543,-0.28779391112573033,NA
4181,-1.87500599724008,-1.661674474425761,-3.1615329049895946,-0.5614048115623378,-0.523465883335206,-0.3416106262717356,-0.31574849894970164,-0.36424283249900286,NA
4184,-1.7767172942739484,-1.647952754554119,0.30700682550967,0.430181833639911,-1.9438834826258817,-1.3147119563178886,-1.2223003263357313,-1.2854523350469134,NA
4186,-1.864589808077246,-1.4638291487605286,-0.4255726865354333,0.24655467712097603,0.03633892685130596,-0.7802284997338352,-0.8452136469531486,1.1953151635157204,NA
4226,-1.5976941773459523,-1.5342562955740013,-2.52862407485539,-1.4533081432257362,-0.08909451609504819,-0.21028790966631755,-0.21784474808925844,0.1594322789079031,NA
4227,-1.7204252529115531,-1.6815471150481145,2.50474536164498,-2.6914798271819835,-1.5385476345862694,-2.521567721921683,-2.5648318247289175,1.1379784724857653,NA
4228,-1.6042688254182915,-1.5748945067032598,3.3967979647475213,1.9516639876539434,-1.249353863348838,-1.0297416612841297,-0.9848700858298663,-0.5572763589665095,NA
4229,-1.6558196748668752,-1.4477547766143548,2.444942952498441,-0.3515452041121265,0.2047449382144701,-0.43222330072947546,-0.4868136670313186,0.9659683993959102,NA
4230,-1.584913567255208,-1.5253268414691796,-0.5202598343507868,0.18359679488591263,0.3801194741857633,0.7759456920403747,0.7986571238986054,-0.5037621140052192,NA
4233,-1.5698017987547672,-1.4876014005703133,0.33192449598739465,0.06817401078829641,0.40334788954619905,-0.6173883311431156,-0.7065318273111688,1.5622699861074203,NA
4234,-1.629417461661615,-1.5919474222369372,-0.6498317208349548,0.466907264943698,0.8737233005950317,0.43581985603234036,0.38209186804747475,0.8035144414777081,NA
4235,-1.7417187447920952,-1.5564856428195812,-0.26609959547799583,-0.22562943964199952,0.2883672335120395,-0.5110169306927272,-0.5802211744888283,1.2182498399277026,NA
4236,-1.680634173962029,-1.6274024966931087,-0.37573734557998406,0.22556871637595494,0.0769886537320695,0.6840197904165813,0.7300309348497579,-0.8688057135625882,NA
4237,-1.6246959887056944,-1.585962284812734,0.8203108373507969,0.21507573600344435,0.05143739683558938,-0.05532710407192329,-0.06485551808129035,0.1651659480108953,NA
4238,-1.5643068220492737,-1.606858777329697,5.4749316825897525,0.5718370686688037,0.5322655947966208,0.6958388349110695,0.6969328656379795,-0.13680729141351963,NA
4239,-1.6014387542998674,-1.5747542147140239,0.21231967769431662,0.2570476574934866,-2.1111280732210225,-1.6430187478314349,-1.559570561248393,-1.0828626934077463,NA
4240,-1.7188889884074017,-1.5731274829291977,-0.34085260691116964,0.6452879312763777,1.310417509371234,0.24277546262237482,0.12989939486607713,1.8030840884332253,NA
4241,-1.694691835929493,-1.5524234543302906,0.7306072236309883,-1.169997673167951,0.03866176838735035,0.27691936893978336,0.2947919744610038,-0.33939693305268664,NA
4242,-1.6828521553284657,-1.636208918201499,-0.575078709401781,0.13637838320961504,0.6995101853917597,0.9650504039521776,0.9704630025986246,-0.25339189650776056,NA
4244,-1.5968257322950605,-1.6085695988354156,-0.8890413574211109,-2.5865500234568777,-1.6651424983006469,-2.6371317125344524,-2.676731107800232,1.0978427887648003,NA
4246,-1.5917736179216089,-1.5691250132515127,2.0163590202815778,-1.2119695946579931,-0.6732891624100192,-0.7592168650769683,-0.7510914187234977,-0.003021679010295444,NA
4247,-1.6627358547887288,-1.5922187530808638,1.6774787017845234,-0.9443985951589734,0.6182107316302347,0.5592632096414353,0.5409677982332729,0.20339040869753316,NA
4250,-1.73033290025699,-1.5965805376109217,-0.629897584452775,0.2780336182385078,0.4381905125868526,0.47652989818002084,0.4698595788666217,0.027557889539009464,NA
4251,-1.6707231761113903,-1.588133981565228,-0.5651116412106911,2.177263065662921,0.38708799879389444,0.272979687441623,0.2554563421468882,0.23970364634983699,NA
4253,-1.620622016913837,-1.639074361553801,-1.57676906260631,-0.031509302750554025,0.6367934639185836,0.6393700667707405,0.6254997731930824,0.11738537215260386,NA
4254,-1.6479201928065488,-1.6134683692852758,2.52467949802716,0.650534421462633,0.5717539009093611,1.04121757958332,1.0654818805242374,-0.5744773662754962,NA
4256,-1.687101672951729,-1.6164350449066425,4.687533295493655,-2.151091337997689,1.1234287657197208,1.1804196591850635,1.1600719259865644,0.13076393339292552,NA
4261,-1.962403907005523,-1.3510813769633345,-0.02190642479629472,0.22556871637595494,0.07815007450009273,-1.0192358439556952,-1.1072172870975963,1.6119617850000458,NA
4262,-1.9597905328519278,-1.3921600571445374,-1.0285803120963688,-0.7765109091988044,0.48929302637981287,0.4305669473681242,0.4151379575667356,0.17854450925122042,NA
4263,-1.9390766953265746,-1.3997841118082108,0.40667750742056846,0.6557809116488882,-1.3039406394458637,-0.9837787104722331,-0.9297976016054755,-0.7139966477817159,NA
4264,-1.942811575350806,-1.0448389381810743,-0.4106220842487985,0.8708870092853549,-3.150599660600543,-3.1256522183066093,-3.0540646907222833,-0.6356365033741127,NA
4267,-1.9344838006800804,-1.2270961318358793,-0.6049799139750505,-1.4270756922944599,-0.1959452267530554,0.08124852119771092,0.10736619815888286,-0.4406917538722719,NA
4268,-1.9391001584463958,-1.2098380947491372,-0.9039919597077457,0.7554642251877387,-0.07864172918285356,0.5054208958332133,0.5530660716671837,-0.8649832674939267,NA
4269,-1.9711447794322565,-1.154856988869634,-1.013629709809734,-0.5351723606310614,0.07815007450009273,0.23752255395815863,0.24832212934858702,-0.21707865885545352,NA
4272,-1.9810335592683075,-1.0499467916972323,-1.447197176122142,-1.1280257516779084,0.19661499283831574,0.5343118934864056,0.5565097262965983,-0.454070315112597,NA
4273,-1.972822290767697,-1.1638066650989753,-1.4820819147909565,0.06292752060204114,-1.2261254479884023,-0.9745861203098543,-0.9277184139046964,-0.5993232657218089,NA
4274,-1.9646817905395513,-1.1473024919758867,-0.629897584452775,-1.175244163354206,-8.265377253920281e-4,0.09438079285825249,0.10188234059807734,-0.13871851444785369,NA
4275,-2.0207950520405427,-1.0899838579990393,0.8252943714463419,-0.9706310460902499,0.6344706223825393,1.0989995748897048,1.1214899992139804,-0.5553651359321788,NA
4276,-2.0703425655020378,-1.0392474695318776,-0.4953421638730622,0.2675406378659972,0.663506141583085,-0.38757357708363227,-0.48485143363870625,1.6559199147896757,NA
4277,-1.9951174613309677,-1.0490404134756368,0.44156224608938294,0.503632696247485,0.6437619885267127,0.8639319121660054,0.8670104195617244,-0.1979664285121397,NA
4278,-2.0525952549619815,-1.0966429856764506,-0.3558032091978044,0.8184221074228021,1.6309696413452537,0.7444282400550755,0.6387026150930296,1.600494446794055,NA
4279,-2.078898201802345,-1.239128851337118,-0.505309232064152,0.25180116730723134,1.2186652686975101,1.0425308067493735,1.0017547774953526,0.4881626408129683,NA
4280,-2.0952464165628775,-1.3432339825875592,0.182418473121047,-0.5981302428661248,-0.21801222134546996,-1.5839235253589967,-1.6864659856115787,1.9464258160081063,NA
4281,-2.031936274311026,-1.1711896628828793,0.07278072301905879,0.18884328507216794,-0.28189036358666925,-1.1045956097492189,-1.1630304819403918,1.143712141588764,NA
4282,-2.0796654660192337,-1.070610568120469,-0.4953421638730622,0.7187387938839517,-0.4502963749498313,-0.10129005488381995,-0.0639068886928111,-0.5935895966188134,NA
4283,-2.0314028149080765,-1.243683941706832,-0.380720879675529,1.096486087294332,1.0537435196384137,1.7254089330975515,1.7549145322563895,-0.7770670079146632,NA
4284,-2.106218668690935,-1.1263397357472742,-0.1415112430893728,2.0198683600752623,1.0189008965977582,1.5034735420343937,1.51904368252611,-0.5114070061425489,NA
4285,-2.0920022886109417,-1.4341498693632153,1.4781373379627265,-2.2455281613502844,-1.1773457757314862,-0.8800337643539516,-0.8306463381245611,-0.6566599567517641,NA
4286,-2.090179747211488,-1.29237900162001,0.7953931668730723,1.5791631844298182,-0.24937058208205798,-0.49657143186612984,-0.510490416973942,0.3123301216544446,NA
4288,-2.021385101439499,-1.131097825259327,0.6857554167710841,1.4217684788421598,-0.25401626515414677,-1.322591319314214,-1.4009675244483233,1.5068445181117989,NA
4289,-2.0940730969169685,-1.3402315333012407,3.127687123588095,0.020955599111998822,0.9643141205007343,1.387909551421624,1.3998932323483249,-0.4330468617349423,NA
4290,-2.009314067901382,-1.1288581441379202,-0.6597987890260445,0.2780336182385078,0.5473640647809043,0.7286695140624246,0.7308236251606823,-0.15974196782550157,NA
4291,-2.1087604290210242,-1.3369727124852075,-0.7245847322681286,-0.9968634970215263,-2.3770934290980166,-2.0422398063119074,-1.9633877975091207,-0.9395209658328617,NA
4292,-2.096949296641006,-1.0970709731606407,0.10766546168787325,0.4616607747574427,1.3069332470671684,1.34588628210789,1.3200654195615307,0.19192307049154556,NA
4293,-2.0067910939903473,-1.2295302920451034,-0.7544859368413981,0.3095125593560395,0.0026577245786735364,0.5645161183056515,0.6086193680473801,-0.8172026916356319,NA
4294,-1.991479445186171,-1.1122412767674799,1.6575445654023435,1.3850430475383728,1.0514206781023694,0.22176382796550784,0.13331705964923296,1.407460920326548,NA
4295,-2.016450975714903,-1.0810719850099153,-0.575078709401781,0.2622941476797419,0.16293379056568333,-1.2713754598380989,-1.3877127028558516,2.1184358890979618,NA
4296,-2.0577180609406867,-1.264038712094838,0.34687509827402946,0.6610274018351435,0.9271486559240364,1.2342619729932855,1.2379115155344897,-0.27059290381674383,NA
4298,-1.9905873755719725,-1.1155372589785553,0.122616063974508,-0.5561583213760825,-1.1645701472832453,-0.9640803029814196,-0.9225854192683957,-0.5133182291768795,NA
